land_size,crop_type,fertilizer_type,season,month,recommended_quantity,requested_quantity,quantity_ratio,days_since_last_purchase,purchase_count_30d,previous_fraud_count,retailer_risk_score,village_risk_score,otp_verified,officer_approved,transaction_hour,is_repeat_purchase,is_fraud
8.0,wheat,MOP,Kharif,7,216.0,227.01,1.051,181,3,1,0.77,0.56,1,1,20,1,1
6.4,sugarcane,DAP,Rabi,3,512.0,589.46,1.1513,61,4,0,0.22,0.73,1,0,8,1,1
2.0,cotton,DAP,Rabi,11,110.0,258.25,2.3477,29,1,0,0.91,0.84,1,1,14,0,1
9.9,wheat,DAP,Kharif,8,445.5,423.78,0.9512,113,1,1,0.81,0.64,1,1,15,0,0
7.3,maize,SSP,Kharif,7,803.0,854.75,1.0644,268,1,1,0.71,0.1,1,1,8,0,0
9.5,wheat,Urea,Kharif,8,570.0,630.17,1.1056,1,4,2,0.42,0.78,1,1,16,1,1
4.9,wheat,SSP,Rabi,3,490.0,566.62,1.1564,43,1,0,0.81,0.21,1,1,10,0,0
0.6,maize,MOP,Kharif,7,19.8,16.05,0.8106,334,3,0,0.71,0.37,0,1,11,1,0
2.6,sunflower,MOP,Summer,5,70.2,63.97,0.9113,204,5,1,0.34,0.21,1,1,15,1,0
5.1,groundnut,Urea,Rabi,3,91.8,210.8,2.2963,75,6,0,0.64,0.79,1,0,12,1,1
3.8,paddy,DAP,Rabi,11,171.0,192.65,1.1266,337,1,2,0.85,0.1,1,0,13,0,1
4.6,paddy,DAP,Rabi,2,207.0,453.18,2.1893,203,5,0,0.34,0.73,0,0,10,1,1
9.9,maize,DAP,Kharif,8,544.5,599.49,1.101,134,0,0,0.34,0.84,1,1,20,0,0
6.7,sugarcane,SSP,Kharif,7,1139.0,937.12,0.8228,174,1,3,0.81,0.21,1,1,15,0,1
3.1,groundnut,SSP,Kharif,6,310.0,329.04,1.0614,135,5,0,0.77,0.1,0,1,14,1,1
10.8,sugarcane,DAP,Rabi,12,864.0,540.92,0.6261,103,5,0,0.03,0.64,0,0,16,1,0
11.5,sunflower,Urea,Kharif,9,632.5,1879.73,2.9719,162,4,0,0.81,0.73,1,1,6,1,1
3.1,cotton,Urea,Kharif,9,248.0,296.73,1.1965,17,4,0,0.72,0.64,1,1,18,1,1
7.2,groundnut,MOP,Kharif,10,237.6,267.26,1.1248,135,4,0,0.22,0.21,1,1,19,1,0
10.3,sugarcane,SSP,Rabi,3,1648.0,2559.2,1.5529,118,5,1,0.42,0.84,1,1,15,1,0
5.3,cotton,MOP,Kharif,8,212.0,131.12,0.6185,291,6,0,0.22,0.76,0,0,10,1,0
3.5,groundnut,MOP,Kharif,6,115.5,98.99,0.857,348,2,3,0.09,0.36,0,1,6,1,1
10.7,soybean,MOP,Kharif,8,353.1,352.71,0.9989,173,5,0,0.03,0.21,1,1,16,1,0
8.7,soybean,MOP,Kharif,8,287.1,686.64,2.3916,267,4,3,0.16,0.27,1,0,18,1,1
1.7,wheat,SSP,Kharif,9,153.0,89.57,0.5854,269,3,1,0.03,0.21,0,0,6,1,0
3.8,cotton,DAP,Kharif,9,228.0,172.59,0.757,340,0,0,0.22,0.1,1,1,19,0,0
7.3,sunflower,SSP,Kharif,9,730.0,511.86,0.7012,247,2,0,0.77,0.61,1,1,16,1,0
10.3,groundnut,MOP,Kharif,8,339.9,281.56,0.8284,245,3,0,0.64,0.88,1,1,14,1,0
8.7,soybean,SSP,Summer,4,696.0,759.18,1.0908,123,5,0,0.68,0.38,1,1,10,1,1
2.7,wheat,DAP,Rabi,3,135.0,91.31,0.6764,317,3,0,0.09,0.23,1,1,10,1,0
5.5,paddy,DAP,Rabi,2,247.5,174.31,0.7043,176,1,0,0.64,0.64,1,1,8,0,0
2.2,sugarcane,SSP,Rabi,2,352.0,382.75,1.0873,129,1,1,0.81,0.21,1,0,14,0,0
9.4,maize,SSP,Kharif,7,1034.0,586.46,0.5672,323,1,1,0.01,0.17,1,1,16,0,0
8.2,wheat,DAP,Rabi,11,410.0,1001.77,2.4434,142,1,0,0.81,0.1,1,0,12,0,1
6.2,groundnut,Urea,Rabi,1,111.6,129.85,1.1635,55,4,0,0.03,0.88,0,1,11,1,1
8.4,groundnut,DAP,Summer,5,336.0,380.2,1.1315,225,5,0,0.91,0.64,1,1,20,1,1
2.3,cotton,SSP,Summer,5,230.0,630.73,2.7423,233,2,0,0.22,0.76,1,0,19,1,1
8.8,soybean,DAP,Kharif,9,440.0,580.81,1.32,79,4,0,0.73,0.21,1,1,16,1,1
6.1,wheat,Urea,Kharif,10,366.0,447.82,1.2236,270,3,0,0.96,0.03,1,0,16,1,1
11.2,wheat,SSP,Rabi,11,1120.0,2824.35,2.5217,213,5,1,0.16,0.76,1,0,6,1,1
1.7,maize,SSP,Summer,4,153.0,111.44,0.7284,292,1,0,0.97,0.03,0,1,9,0,0
8.2,wheat,DAP,Rabi,3,410.0,284.45,0.6938,337,2,0,0.34,0.56,1,1,14,1,0
8.8,maize,DAP,Kharif,7,484.0,435.34,0.8995,185,2,3,0.55,0.27,1,0,18,1,1
4.0,sugarcane,DAP,Summer,4,300.0,340.72,1.1357,354,6,1,0.81,0.1,1,1,19,1,1
3.4,sugarcane,MOP,Rabi,2,204.0,456.39,2.2372,40,1,1,0.34,0.84,1,0,15,0,1
4.0,soybean,Urea,Rabi,1,72.0,44.98,0.6247,223,6,0,0.79,0.73,1,1,20,1,1
1.0,cotton,MOP,Kharif,9,40.0,33.09,0.8273,345,0,1,0.77,0.37,1,1,17,0,0
2.0,wheat,SSP,Kharif,10,180.0,192.64,1.0702,135,3,0,0.22,0.76,1,1,17,1,0
9.0,maize,DAP,Rabi,2,450.0,311.21,0.6916,295,5,0,0.72,0.17,1,1,10,1,0
11.9,sunflower,DAP,Kharif,8,595.0,539.53,0.9068,192,5,0,0.77,0.98,1,0,6,1,1
9.7,sugarcane,SSP,Kharif,8,1649.0,4924.15,2.9861,276,5,0,0.79,0.98,1,1,6,1,1
4.8,paddy,MOP,Rabi,3,129.6,218.81,1.6884,357,6,0,0.81,0.98,0,1,6,1,0
10.5,soybean,DAP,Kharif,7,525.0,394.74,0.7519,306,3,0,0.71,0.17,0,1,14,1,0
4.3,soybean,DAP,Rabi,1,193.5,538.24,2.7816,155,5,0,0.34,0.73,1,1,11,1,1
3.7,cotton,MOP,Kharif,7,148.0,164.66,1.1126,196,5,0,0.42,0.79,1,1,16,1,1
7.5,sunflower,DAP,Summer,4,300.0,433.04,1.4435,351,4,1,0.42,0.84,1,0,16,1,1
11.0,groundnut,Urea,Kharif,9,220.0,439.43,1.9974,75,2,1,0.09,0.21,1,1,14,1,1
11.2,sugarcane,DAP,Summer,4,840.0,695.52,0.828,314,0,0,0.42,0.21,1,1,7,0,0
5.9,groundnut,DAP,Kharif,7,295.0,472.18,1.6006,99,1,0,0.81,0.37,1,1,13,0,0
2.9,cotton,SSP,Kharif,10,348.0,800.65,2.3007,219,1,0,0.81,0.99,0,1,13,0,1
9.5,wheat,SSP,Kharif,8,855.0,670.21,0.7839,276,4,0,0.91,0.94,1,1,19,1,1
4.0,sugarcane,SSP,Rabi,3,640.0,898.37,1.4037,354,0,0,0.81,0.78,0,1,12,0,1
5.3,sunflower,Urea,Rabi,3,265.0,236.2,0.8913,233,1,0,0.62,0.88,1,1,13,0,0
7.8,wheat,SSP,Rabi,12,780.0,533.8,0.6844,194,1,0,0.54,0.78,0,0,18,0,0
4.0,sunflower,MOP,Rabi,11,120.0,135.78,1.1315,2,1,0,0.09,0.37,0,1,8,0,0
7.3,sunflower,SSP,Kharif,7,730.0,588.86,0.8067,4,4,0,0.68,0.78,1,1,13,1,1
8.2,sugarcane,MOP,Rabi,2,492.0,574.7,1.1681,83,1,0,0.71,0.38,1,1,6,0,0
11.2,wheat,MOP,Kharif,6,302.4,356.5,1.1789,219,6,1,0.96,0.79,0,1,11,1,1
7.1,wheat,SSP,Rabi,12,710.0,783.19,1.1031,219,2,0,0.86,0.88,1,1,17,1,1
7.8,sunflower,DAP,Kharif,10,390.0,456.27,1.1699,61,0,0,0.81,0.98,1,0,9,0,0
0.6,maize,MOP,Summer,5,15.0,33.36,2.2241,260,2,0,0.74,0.61,1,0,18,1,1
2.7,groundnut,SSP,Kharif,8,270.0,719.68,2.6655,247,1,0,0.91,0.23,1,1,18,0,1
8.3,paddy,DAP,Kharif,10,415.0,350.5,0.8446,77,0,0,0.79,0.73,0,1,16,0,0
10.4,sugarcane,MOP,Rabi,12,624.0,415.86,0.6664,255,0,1,0.59,0.38,1,1,6,0,0
6.3,sunflower,DAP,Summer,4,252.0,536.52,2.1291,269,6,0,0.81,0.27,1,1,11,1,1
0.9,soybean,Urea,Rabi,1,16.2,9.02,0.5567,305,6,1,0.91,0.03,1,1,10,1,1
2.8,sugarcane,MOP,Kharif,9,187.6,158.08,0.8426,140,0,0,0.85,0.03,0,0,11,0,0
2.1,sugarcane,DAP,Rabi,3,168.0,179.07,1.0659,277,2,0,0.01,0.78,0,1,7,1,1
10.1,sunflower,MOP,Summer,5,272.7,372.85,1.3672,344,6,1,0.03,0.88,0,1,11,1,1
1.6,sugarcane,SSP,Kharif,8,272.0,273.22,1.0045,316,6,0,0.77,0.37,1,0,9,1,0
6.0,cotton,MOP,Kharif,6,240.0,254.55,1.0606,53,4,0,0.83,0.37,1,0,15,1,1
3.2,maize,DAP,Kharif,8,176.0,286.01,1.6251,356,1,0,0.74,0.17,1,1,12,0,1
6.1,sunflower,MOP,Kharif,9,201.3,420.66,2.0897,208,2,0,0.85,0.21,0,1,7,1,1
9.9,paddy,DAP,Rabi,11,445.5,1171.59,2.6298,200,2,0,0.85,0.76,1,0,8,1,1
11.0,wheat,Urea,Kharif,10,660.0,330.31,0.5005,151,6,0,0.34,0.37,1,1,14,1,0
0.9,soybean,SSP,Rabi,11,81.0,231.99,2.8641,223,3,0,0.96,0.96,1,1,11,1,1
2.0,wheat,Urea,Rabi,3,130.0,151.88,1.1683,70,3,0,0.73,0.03,1,1,17,1,1
6.4,sunflower,SSP,Kharif,6,640.0,496.61,0.776,4,4,0,0.51,0.38,1,0,9,1,1
1.8,sunflower,Urea,Rabi,3,90.0,228.15,2.535,144,6,0,0.97,0.21,0,1,17,1,1
7.8,sugarcane,Urea,Kharif,6,1014.0,703.82,0.6941,263,3,2,0.64,0.64,1,0,14,1,1
9.5,sugarcane,Urea,Rabi,11,1140.0,587.12,0.515,27,4,0,0.62,0.21,0,1,13,1,0
3.4,sugarcane,MOP,Summer,5,187.0,111.54,0.5965,303,1,1,0.09,0.78,1,0,6,0,0
11.6,cotton,SSP,Kharif,7,1392.0,2332.87,1.6759,226,5,1,0.96,0.94,0,1,18,1,1
5.8,sunflower,MOP,Kharif,8,191.4,201.31,1.0518,350,3,1,0.77,0.94,1,0,17,1,1
1.0,groundnut,SSP,Kharif,10,100.0,75.36,0.7536,137,2,1,0.59,0.17,0,1,20,1,0
6.5,cotton,MOP,Kharif,9,260.0,161.38,0.6207,211,0,0,0.64,0.79,0,1,6,0,0
10.1,wheat,Urea,Rabi,2,656.5,394.97,0.6016,337,3,1,0.86,0.37,1,1,19,1,0
1.4,sunflower,MOP,Kharif,7,46.2,48.41,1.0478,38,1,0,0.81,0.65,0,0,17,0,0
5.0,sunflower,Urea,Rabi,3,250.0,627.4,2.5096,330,4,0,0.72,0.98,1,0,14,1,0
6.2,paddy,Urea,Rabi,11,341.0,383.15,1.1236,169,5,2,0.59,0.37,1,1,12,1,1
0.5,sunflower,Urea,Kharif,10,27.5,15.12,0.5499,156,5,0,0.34,0.17,1,1,14,1,0
9.3,maize,DAP,Kharif,9,511.5,1196.41,2.339,154,1,0,0.96,0.03,1,1,6,0,1
7.3,sunflower,SSP,Rabi,2,657.0,854.69,1.3009,256,2,0,0.77,0.23,1,1,18,1,1
1.9,sunflower,DAP,Rabi,12,85.5,71.83,0.8401,73,0,0,0.77,0.79,0,1,15,0,0
1.6,cotton,Urea,Rabi,2,112.0,105.99,0.9463,316,6,0,0.73,0.78,1,1,7,1,1
7.1,cotton,MOP,Summer,4,213.0,126.19,0.5924,172,1,0,0.91,0.84,0,1,18,0,0
7.8,soybean,DAP,Rabi,1,351.0,931.32,2.6533,4,0,0,0.73,0.79,0,1,20,0,1
2.9,sugarcane,SSP,Kharif,7,493.0,578.77,1.174,20,5,0,0.51,0.78,1,1,9,1,1
11.7,groundnut,DAP,Kharif,8,585.0,870.23,1.4876,100,0,0,0.2,0.65,0,1,18,0,0
4.7,maize,SSP,Summer,5,423.0,248.27,0.5869,23,3,0,0.58,0.21,0,1,11,1,0
5.3,groundnut,DAP,Rabi,2,238.5,181.03,0.759,212,1,1,0.77,0.36,1,0,11,0,0
5.7,soybean,MOP,Rabi,3,171.0,91.11,0.5328,139,2,0,0.03,0.23,0,1,13,1,0
7.4,cotton,DAP,Rabi,2,407.0,366.91,0.9015,111,6,0,0.97,0.64,1,0,12,1,1
10.8,cotton,Urea,Kharif,7,864.0,811.22,0.9389,259,5,0,0.91,0.64,1,1,6,1,1
11.4,cotton,MOP,Summer,5,342.0,690.4,2.0187,343,3,0,0.68,0.1,1,1,9,1,1
5.2,groundnut,SSP,Rabi,12,468.0,510.34,1.0905,198,0,2,0.64,0.23,1,0,16,0,1
10.6,paddy,MOP,Rabi,1,286.2,254.05,0.8877,317,3,0,0.96,0.73,1,1,7,1,0
6.7,sunflower,DAP,Rabi,12,301.5,633.94,2.1026,137,2,0,0.77,0.17,1,0,18,1,1
10.8,sunflower,MOP,Rabi,11,324.0,549.73,1.6967,45,3,0,0.74,0.98,1,0,17,1,1
10.6,paddy,MOP,Kharif,7,349.8,924.72,2.6436,178,3,0,0.77,0.37,1,0,16,1,1
8.0,groundnut,SSP,Kharif,10,800.0,1657.31,2.0716,235,3,0,0.97,0.76,0,1,16,1,1
1.0,groundnut,MOP,Kharif,8,33.0,29.08,0.8811,275,5,0,0.58,0.21,1,1,8,1,0
3.5,cotton,DAP,Kharif,9,210.0,261.42,1.2449,177,2,0,0.91,0.03,1,1,17,1,1
11.4,groundnut,DAP,Rabi,1,513.0,522.85,1.0192,332,2,1,0.77,0.56,1,0,17,1,0
8.4,sunflower,Urea,Rabi,3,420.0,231.36,0.5509,13,2,0,0.55,0.36,1,1,16,1,0
11.3,sugarcane,DAP,Rabi,1,904.0,695.86,0.7698,344,5,2,0.77,0.99,1,0,7,1,1
5.4,soybean,MOP,Rabi,1,162.0,120.58,0.7443,229,2,1,0.34,0.73,0,1,10,1,0
11.7,soybean,SSP,Rabi,3,1053.0,3083.36,2.9282,74,0,0,0.62,0.78,1,1,19,0,1
5.3,sunflower,DAP,Summer,4,212.0,141.44,0.6672,252,4,0,0.96,0.61,1,1,8,1,0
3.5,sunflower,Urea,Rabi,11,175.0,196.69,1.124,252,1,2,0.81,0.38,1,0,16,0,1
3.5,sunflower,Urea,Kharif,6,192.5,189.24,0.9831,133,6,0,0.83,0.1,0,0,14,1,0
11.0,groundnut,Urea,Summer,5,165.0,136.84,0.8293,264,0,0,0.97,0.23,1,1,10,0,0
8.5,groundnut,Urea,Kharif,9,170.0,116.82,0.6872,71,0,0,0.34,0.37,1,1,15,0,0
2.7,wheat,SSP,Kharif,8,243.0,284.93,1.1726,68,6,2,0.74,0.36,1,0,20,1,1
0.8,wheat,DAP,Rabi,3,40.0,53.6,1.3399,158,1,0,0.03,0.88,0,0,19,0,1
1.0,wheat,Urea,Rabi,11,65.0,69.19,1.0645,61,3,2,0.62,0.28,0,0,14,1,1
0.8,cotton,MOP,Kharif,10,32.0,17.2,0.5376,257,6,1,0.34,0.21,1,1,11,1,0
11.6,cotton,Urea,Rabi,12,812.0,2194.46,2.7025,363,6,0,0.2,0.56,1,0,7,1,1
9.3,groundnut,Urea,Kharif,8,186.0,198.53,1.0674,185,3,1,0.97,0.37,1,0,7,1,1
11.7,sunflower,DAP,Kharif,9,585.0,1411.89,2.4135,36,1,2,0.81,0.38,1,1,12,0,1
1.9,soybean,SSP,Rabi,12,171.0,189.92,1.1106,34,1,0,0.71,0.27,0,0,15,0,0
9.3,sugarcane,SSP,Kharif,6,1581.0,1008.49,0.6379,262,3,0,0.86,0.96,1,0,13,1,0
8.3,cotton,SSP,Kharif,10,996.0,782.83,0.786,319,2,0,0.81,0.37,1,1,16,1,0
6.3,groundnut,Urea,Rabi,1,113.4,295.17,2.6029,162,3,1,0.09,0.96,1,0,12,1,1
5.0,wheat,SSP,Rabi,11,500.0,940.02,1.88,244,3,0,0.77,0.84,0,0,14,1,1
3.8,paddy,Urea,Kharif,10,247.0,136.73,0.5535,299,2,0,0.42,0.73,1,0,6,1,0
7.3,wheat,MOP,Rabi,2,219.0,171.5,0.7831,167,4,0,0.22,0.1,1,1,11,1,0
4.1,soybean,MOP,Kharif,10,135.3,235.31,1.7391,346,5,0,0.73,0.36,1,1,7,1,1
1.4,maize,MOP,Summer,5,35.0,39.86,1.1388,116,3,0,0.01,0.84,1,1,6,1,1
5.4,groundnut,Urea,Rabi,11,97.2,111.17,1.1437,154,6,0,0.01,0.56,1,0,19,1,1
10.4,sunflower,DAP,Rabi,11,468.0,474.58,1.014,273,5,1,0.6,0.65,1,1,19,1,1
3.3,sugarcane,SSP,Kharif,7,561.0,492.43,0.8778,212,1,0,0.74,0.23,0,0,11,0,0
6.1,soybean,SSP,Rabi,11,549.0,1501.26,2.7345,140,1,0,0.91,0.98,0,1,20,0,1
0.7,wheat,MOP,Kharif,10,18.9,26.49,1.4015,344,2,0,0.74,0.38,0,1,10,1,1
11.4,sugarcane,SSP,Rabi,2,1824.0,1662.77,0.9116,161,6,0,0.86,0.36,1,0,9,1,0
11.7,sunflower,SSP,Summer,5,936.0,2746.19,2.934,274,3,0,0.62,0.28,1,0,19,1,1
9.9,paddy,Urea,Rabi,12,544.5,559.29,1.0272,344,6,0,0.22,0.88,1,0,16,1,0
10.4,soybean,Urea,Kharif,7,208.0,228.3,1.0976,121,0,0,0.22,0.61,1,0,20,0,0
9.5,sunflower,SSP,Rabi,12,855.0,2277.87,2.6642,52,3,1,0.79,0.88,1,1,12,1,1
0.8,paddy,DAP,Rabi,11,36.0,40.59,1.1275,103,3,0,0.42,0.1,1,0,13,1,0
9.6,groundnut,SSP,Kharif,8,960.0,524.56,0.5464,352,1,0,0.42,0.65,1,0,19,0,0
7.1,paddy,Urea,Kharif,9,461.5,273.58,0.5928,46,1,3,0.58,0.23,0,1,16,0,1
1.8,soybean,SSP,Rabi,11,162.0,232.37,1.4344,105,5,0,0.09,0.94,1,1,13,1,1
11.9,sugarcane,DAP,Kharif,7,1011.5,643.9,0.6366,149,0,3,0.09,0.37,0,1,8,0,0
5.1,maize,SSP,Rabi,12,510.0,1168.65,2.2915,49,0,0,0.86,0.65,0,1,12,0,1
8.7,paddy,Urea,Summer,5,435.0,468.45,1.0769,203,2,0,0.58,0.96,0,1,14,1,1
8.7,soybean,DAP,Summer,5,348.0,380.17,1.0924,256,1,1,0.81,0.28,1,1,7,0,0
3.5,groundnut,SSP,Rabi,3,315.0,166.72,0.5293,285,1,1,0.73,0.21,1,1,11,0,0
11.9,sunflower,Urea,Kharif,8,654.5,1120.12,1.7114,253,3,0,0.55,0.64,1,0,11,1,1
10.0,maize,Urea,Kharif,9,700.0,476.53,0.6808,40,3,0,0.83,0.21,1,0,18,1,0
4.2,paddy,Urea,Kharif,8,273.0,487.26,1.7848,138,5,0,0.81,0.99,0,1,19,1,1
11.5,cotton,DAP,Rabi,1,632.5,1032.33,1.6321,29,6,1,0.81,0.17,1,1,18,1,1
5.0,soybean,MOP,Rabi,11,150.0,149.56,0.9971,252,2,1,0.03,0.36,1,1,18,1,0
2.8,sunflower,SSP,Kharif,8,280.0,206.85,0.7388,47,3,1,0.83,0.78,1,1,10,1,1
2.3,sunflower,Urea,Summer,5,103.5,112.54,1.0873,245,6,0,0.72,0.79,1,1,13,1,1
11.0,wheat,SSP,Kharif,7,990.0,913.53,0.9228,292,5,1,0.6,0.03,1,1,7,1,1
5.3,sugarcane,MOP,Kharif,10,355.1,382.83,1.0781,231,5,0,0.6,0.21,0,1,17,1,1
10.5,wheat,SSP,Kharif,9,945.0,1129.15,1.1949,7,0,0,0.64,0.96,1,1,6,0,0
8.2,soybean,MOP,Rabi,2,246.0,126.63,0.5147,58,1,1,0.42,0.1,1,0,8,0,0
10.4,maize,Urea,Summer,5,572.0,683.3,1.1946,217,3,0,0.6,0.37,0,0,18,1,0
10.1,paddy,MOP,Rabi,1,272.7,306.28,1.1231,254,6,1,0.72,0.38,1,1,7,1,1
8.3,sunflower,DAP,Rabi,12,373.5,780.85,2.0906,296,3,0,0.97,0.1,0,1,6,1,1
3.8,maize,SSP,Kharif,6,418.0,402.68,0.9634,301,1,2,0.77,0.56,1,1,13,0,1
11.5,groundnut,SSP,Rabi,3,1035.0,2016.98,1.9488,45,5,0,0.2,0.61,0,0,15,1,1
0.7,sugarcane,MOP,Rabi,11,42.0,47.16,1.123,33,0,0,0.51,0.56,0,0,8,0,0
9.4,sugarcane,DAP,Rabi,12,752.0,565.07,0.7514,54,5,1,0.54,0.78,1,1,19,1,1
10.0,paddy,Urea,Rabi,3,550.0,425.76,0.7741,81,2,1,0.09,0.98,1,1,16,1,0
1.9,maize,SSP,Kharif,7,209.0,386.47,1.8492,243,6,0,0.64,0.94,1,0,18,1,1
3.1,soybean,SSP,Kharif,7,310.0,156.7,0.5055,350,6,0,0.6,0.56,0,0,20,1,0
11.8,cotton,SSP,Rabi,1,1298.0,1158.27,0.8924,78,5,2,0.91,0.03,0,1,12,1,1
4.0,groundnut,MOP,Rabi,1,120.0,95.93,0.7994,76,4,1,0.59,0.56,1,0,19,1,1
9.5,soybean,DAP,Summer,5,380.0,415.18,1.0926,200,2,1,0.91,0.76,1,0,7,1,1
0.8,sugarcane,DAP,Summer,5,60.0,69.81,1.1635,31,0,1,0.72,0.56,0,1,17,0,1
0.6,groundnut,DAP,Rabi,12,27.0,67.14,2.4867,341,5,0,0.83,0.88,1,0,15,1,1
4.3,maize,MOP,Kharif,8,141.9,158.49,1.1169,211,3,0,0.03,0.88,0,1,7,1,1
6.5,soybean,MOP,Kharif,10,214.5,434.12,2.0239,251,5,1,0.72,0.99,1,0,13,1,1
5.7,paddy,DAP,Kharif,9,285.0,224.45,0.7875,210,6,0,0.09,0.78,1,0,11,1,0
0.8,cotton,DAP,Kharif,10,48.0,50.89,1.0601,111,2,0,0.22,0.61,1,0,12,1,0
4.8,cotton,DAP,Kharif,9,288.0,270.69,0.9399,342,3,0,0.6,0.21,1,0,16,1,0
6.7,sunflower,MOP,Rabi,11,201.0,272.01,1.3533,293,0,0,0.22,0.88,1,0,7,0,1
6.5,sunflower,Urea,Rabi,2,325.0,362.91,1.1166,141,0,1,0.77,0.21,0,1,16,0,1
1.0,paddy,MOP,Kharif,7,33.0,18.3,0.5546,271,6,0,0.09,0.1,0,0,8,1,0
2.4,groundnut,DAP,Rabi,1,108.0,76.31,0.7065,51,3,0,0.22,0.61,1,0,17,1,0
7.2,sunflower,SSP,Rabi,2,648.0,1091.55,1.6845,284,3,0,0.22,0.17,1,1,10,1,0
9.5,sugarcane,SSP,Kharif,8,1615.0,1798.4,1.1136,73,6,0,0.54,0.98,1,1,7,1,0
5.8,sugarcane,DAP,Rabi,1,464.0,393.34,0.8477,129,4,1,0.81,0.65,1,0,6,1,1
5.0,wheat,DAP,Rabi,12,250.0,286.32,1.1453,313,1,0,0.59,0.38,1,1,14,0,0
8.1,groundnut,MOP,Summer,4,218.7,229.95,1.0514,355,0,0,0.86,0.17,1,1,13,0,0
1.4,wheat,Urea,Rabi,11,91.0,105.06,1.1546,193,6,1,0.09,0.73,1,0,13,1,1
5.6,maize,Urea,Summer,5,308.0,368.09,1.1951,315,0,0,0.34,0.98,1,0,16,0,1
11.8,soybean,Urea,Summer,5,177.0,399.79,2.2587,283,1,0,0.54,0.64,1,1,15,0,0
11.2,maize,MOP,Summer,4,280.0,675.24,2.4116,273,5,0,0.03,0.88,1,1,19,1,1
5.2,wheat,SSP,Kharif,8,468.0,843.56,1.8025,115,0,0,0.97,0.21,1,1,11,0,0
11.9,maize,SSP,Rabi,2,1190.0,1393.74,1.1712,169,1,0,0.54,0.98,1,0,20,0,0
3.2,groundnut,Urea,Kharif,6,64.0,52.38,0.8184,308,6,0,0.54,0.79,1,1,14,1,1
10.2,wheat,DAP,Rabi,1,510.0,411.87,0.8076,313,2,0,0.85,0.28,0,1,20,1,0
8.1,paddy,SSP,Kharif,7,810.0,607.29,0.7497,52,4,0,0.72,0.78,1,1,13,1,1
1.3,maize,DAP,Rabi,11,65.0,68.84,1.0591,247,3,1,0.22,0.73,1,0,14,1,1
10.7,cotton,DAP,Kharif,8,642.0,696.96,1.0856,189,2,3,0.86,0.17,1,1,10,1,1
4.5,maize,DAP,Rabi,2,225.0,217.94,0.9686,356,3,0,0.03,0.03,1,1,11,1,0
11.0,sunflower,DAP,Rabi,1,495.0,506.84,1.0239,239,1,0,0.77,0.88,0,1,16,0,0
11.9,groundnut,Urea,Rabi,2,214.2,197.29,0.921,73,0,0,0.03,0.76,0,1,11,0,0
4.4,maize,DAP,Summer,4,198.0,217.95,1.1008,11,0,1,0.51,0.65,0,1,6,0,1
4.8,cotton,SSP,Rabi,12,528.0,438.11,0.8298,98,1,0,0.09,0.37,1,0,7,0,0
9.6,groundnut,DAP,Rabi,1,432.0,235.34,0.5448,261,6,3,0.59,0.37,1,0,16,1,1
9.1,groundnut,SSP,Kharif,9,910.0,1034.83,1.1372,192,5,0,0.51,0.17,1,1,13,1,1
5.7,maize,SSP,Summer,4,513.0,294.4,0.5739,81,4,2,0.72,0.96,1,1,10,1,1
5.9,groundnut,SSP,Kharif,8,590.0,370.86,0.6286,255,2,0,0.72,0.38,1,0,13,1,0
9.5,maize,Urea,Rabi,2,570.0,518.62,0.9099,103,4,0,0.16,0.28,1,0,7,1,0
2.1,sugarcane,Urea,Summer,5,231.0,241.19,1.0441,297,3,1,0.34,0.96,0,1,10,1,0
7.3,sunflower,SSP,Kharif,6,730.0,541.13,0.7413,97,6,0,0.68,0.17,1,1,18,1,0
4.0,paddy,SSP,Rabi,11,360.0,316.72,0.8798,215,1,0,0.34,0.17,1,1,19,0,0
11.9,soybean,SSP,Summer,4,952.0,1436.15,1.5086,97,3,0,0.74,0.76,1,1,12,1,1
10.0,sunflower,Urea,Rabi,3,500.0,754.64,1.5093,106,2,0,0.74,0.96,1,0,9,1,1
6.7,sunflower,Urea,Kharif,7,368.5,216.43,0.5873,106,6,0,0.2,0.37,1,1,20,1,0
5.8,maize,Urea,Rabi,3,348.0,262.08,0.7531,127,4,0,0.74,0.96,1,1,13,1,1
8.7,sugarcane,SSP,Kharif,10,1479.0,1480.42,1.001,92,1,2,0.51,0.38,1,1,19,0,0
3.3,cotton,MOP,Rabi,11,115.5,83.88,0.7262,358,0,1,0.81,0.03,1,1,14,0,0
5.2,cotton,MOP,Summer,4,156.0,107.49,0.689,38,0,0,0.91,0.99,1,1,14,0,0
8.7,cotton,MOP,Rabi,11,304.5,225.56,0.7407,35,3,0,0.6,0.64,1,1,17,1,0
1.9,soybean,DAP,Rabi,2,85.5,84.73,0.991,79,2,0,0.64,0.03,0,1,16,1,0
6.5,wheat,SSP,Rabi,12,650.0,414.27,0.6373,3,4,0,0.85,0.28,1,0,10,1,1
8.3,wheat,DAP,Rabi,2,415.0,335.79,0.8091,23,1,0,0.22,0.27,0,0,18,0,0
1.9,maize,Urea,Kharif,6,133.0,71.33,0.5363,335,3,0,0.51,0.1,1,1,11,1,0
7.4,wheat,DAP,Summer,5,296.0,761.04,2.5711,357,5,0,0.86,0.17,1,1,7,1,1
8.2,wheat,MOP,Rabi,1,246.0,568.12,2.3094,262,3,0,0.62,0.99,0,1,15,1,1
